Country Name,Country Code,Series Name,Series Code,2018 [YR2018]
Togo,TGO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,21.63461
Togo,TGO,Government Effectiveness: Standard Error,GE.STD.ERR,0.1907385
Tonga,TON,Government Effectiveness: Estimate,GE.EST,0.1393548
Tonga,TON,Government Effectiveness: Number of Sources,GE.NO.SRC,4
Tonga,TON,Government Effectiveness: Percentile Rank,GE.PER.RNK,58.65385
Tonga,TON,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,38.94231
Tonga,TON,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,75
Tonga,TON,Government Effectiveness: Standard Error,GE.STD.ERR,0.3345361
Trinidad and Tobago,TTO,Government Effectiveness: Estimate,GE.EST,0.1902379
Trinidad and Tobago,TTO,Government Effectiveness: Number of Sources,GE.NO.SRC,6
Trinidad and Tobago,TTO,Government Effectiveness: Percentile Rank,GE.PER.RNK,60.57692
Trinidad and Tobago,TTO,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,46.63462
Trinidad and Tobago,TTO,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,72.59615
Trinidad and Tobago,TTO,Government Effectiveness: Standard Error,GE.STD.ERR,0.223111
Tunisia,TUN,Government Effectiveness: Estimate,GE.EST,-0.1052618
Tunisia,TUN,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Tunisia,TUN,Government Effectiveness: Percentile Rank,GE.PER.RNK,48.55769
Tunisia,TUN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,38.94231
Tunisia,TUN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,60.57692
Tunisia,TUN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Turkey,TUR,Government Effectiveness: Estimate,GE.EST,0.0060968
Turkey,TUR,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Turkey,TUR,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.84615
Turkey,TUR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308
Turkey,TUR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,66.34615
Turkey,TUR,Government Effectiveness: Standard Error,GE.STD.ERR,0.20857
Turkmenistan,TKM,Government Effectiveness: Estimate,GE.EST,-1.044102
Turkmenistan,TKM,Government Effectiveness: Number of Sources,GE.NO.SRC,4
Turkmenistan,TKM,Government Effectiveness: Percentile Rank,GE.PER.RNK,14.42308
Turkmenistan,TKM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.25
Turkmenistan,TKM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,33.17308
Turkmenistan,TKM,Government Effectiveness: Standard Error,GE.STD.ERR,0.2979874
Tuvalu,TUV,Government Effectiveness: Estimate,GE.EST,-0.6936518
Tuvalu,TUV,Government Effectiveness: Number of Sources,GE.NO.SRC,3
Tuvalu,TUV,Government Effectiveness: Percentile Rank,GE.PER.RNK,23.07692
Tuvalu,TUV,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.615385
Tuvalu,TUV,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,48.07692
Tuvalu,TUV,Government Effectiveness: Standard Error,GE.STD.ERR,0.3491045
Uganda,UGA,Government Effectiveness: Estimate,GE.EST,-0.6060399
Uganda,UGA,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Uganda,UGA,Government Effectiveness: Percentile Rank,GE.PER.RNK,29.80769
Uganda,UGA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,16.82692
Uganda,UGA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,39.90385
Uganda,UGA,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
Ukraine,UKR,Government Effectiveness: Estimate,GE.EST,-0.4152199
Ukraine,UKR,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Ukraine,UKR,Government Effectiveness: Percentile Rank,GE.PER.RNK,38.46154
Ukraine,UKR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,21.63461
Ukraine,UKR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,49.03846
Ukraine,UKR,Government Effectiveness: Standard Error,GE.STD.ERR,0.1982992
United Arab Emirates,ARE,Government Effectiveness: Estimate,GE.EST,1.431291
United Arab Emirates,ARE,Government Effectiveness: Number of Sources,GE.NO.SRC,8
United Arab Emirates,ARE,Government Effectiveness: Percentile Rank,GE.PER.RNK,90.38461
United Arab Emirates,ARE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,81.25
United Arab Emirates,ARE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,95.67308
United Arab Emirates,ARE,Government Effectiveness: Standard Error,GE.STD.ERR,0.2132453
United Kingdom,GBR,Government Effectiveness: Estimate,GE.EST,1.341884
United Kingdom,GBR,Government Effectiveness: Number of Sources,GE.NO.SRC,7
United Kingdom,GBR,Government Effectiveness: Percentile Rank,GE.PER.RNK,87.98077
United Kingdom,GBR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,78.84615
United Kingdom,GBR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,94.23077
United Kingdom,GBR,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
United States,USA,Government Effectiveness: Estimate,GE.EST,1.576998
United States,USA,Government Effectiveness: Number of Sources,GE.NO.SRC,7
United States,USA,Government Effectiveness: Percentile Rank,GE.PER.RNK,92.30769
United States,USA,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,86.53846
United States,USA,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,98.07692
United States,USA,Government Effectiveness: Standard Error,GE.STD.ERR,0.2221446
Uruguay,URY,Government Effectiveness: Estimate,GE.EST,0.5582148
Uruguay,URY,Government Effectiveness: Number of Sources,GE.NO.SRC,10
Uruguay,URY,Government Effectiveness: Percentile Rank,GE.PER.RNK,73.07692
Uruguay,URY,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,62.01923
Uruguay,URY,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,76.92308
Uruguay,URY,Government Effectiveness: Standard Error,GE.STD.ERR,0.191959
Uzbekistan,UZB,Government Effectiveness: Estimate,GE.EST,-0.5470828
Uzbekistan,UZB,Government Effectiveness: Number of Sources,GE.NO.SRC,8
Uzbekistan,UZB,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.65385
Uzbekistan,UZB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,16.34615
Uzbekistan,UZB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,47.11538
Uzbekistan,UZB,Government Effectiveness: Standard Error,GE.STD.ERR,0.2380511
Vanuatu,VUT,Government Effectiveness: Estimate,GE.EST,-0.4917117
Vanuatu,VUT,Government Effectiveness: Number of Sources,GE.NO.SRC,4
Vanuatu,VUT,Government Effectiveness: Percentile Rank,GE.PER.RNK,34.61538
Vanuatu,VUT,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,14.42308
Vanuatu,VUT,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,55.28846
Vanuatu,VUT,Government Effectiveness: Standard Error,GE.STD.ERR,0.3345361
"Venezuela, RB",VEN,Government Effectiveness: Estimate,GE.EST,-1.581517
"Venezuela, RB",VEN,Government Effectiveness: Number of Sources,GE.NO.SRC,10
"Venezuela, RB",VEN,Government Effectiveness: Percentile Rank,GE.PER.RNK,4.807693
"Venezuela, RB",VEN,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,1.442308
"Venezuela, RB",VEN,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,9.615385
"Venezuela, RB",VEN,Government Effectiveness: Standard Error,GE.STD.ERR,0.1946993
Vietnam,VNM,Government Effectiveness: Estimate,GE.EST,-0.0034448
Vietnam,VNM,Government Effectiveness: Number of Sources,GE.NO.SRC,9
Vietnam,VNM,Government Effectiveness: Percentile Rank,GE.PER.RNK,53.36538
Vietnam,VNM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,39.42308
Vietnam,VNM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,65.38461
Vietnam,VNM,Government Effectiveness: Standard Error,GE.STD.ERR,0.2063741
Virgin Islands (U.S.),VIR,Government Effectiveness: Estimate,GE.EST,0.8301269
Virgin Islands (U.S.),VIR,Government Effectiveness: Number of Sources,GE.NO.SRC,1
Virgin Islands (U.S.),VIR,Government Effectiveness: Percentile Rank,GE.PER.RNK,76.44231
Virgin Islands (U.S.),VIR,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,55.28846
Virgin Islands (U.S.),VIR,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,92.30769
Virgin Islands (U.S.),VIR,Government Effectiveness: Standard Error,GE.STD.ERR,0.4585745
West Bank and Gaza,PSE,Government Effectiveness: Estimate,GE.EST,-0.7608902
West Bank and Gaza,PSE,Government Effectiveness: Number of Sources,GE.NO.SRC,3
West Bank and Gaza,PSE,Government Effectiveness: Percentile Rank,GE.PER.RNK,20.67308
West Bank and Gaza,PSE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,9.615385
West Bank and Gaza,PSE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,45.67308
West Bank and Gaza,PSE,Government Effectiveness: Standard Error,GE.STD.ERR,0.3238459
"Yemen, Rep.",YEM,Government Effectiveness: Estimate,GE.EST,-2.244354
"Yemen, Rep.",YEM,Government Effectiveness: Number of Sources,GE.NO.SRC,8
"Yemen, Rep.",YEM,Government Effectiveness: Percentile Rank,GE.PER.RNK,0.4807692
"Yemen, Rep.",YEM,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,0
"Yemen, Rep.",YEM,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,1.442308
"Yemen, Rep.",YEM,Government Effectiveness: Standard Error,GE.STD.ERR,0.2168041
Zambia,ZMB,Government Effectiveness: Estimate,GE.EST,-0.5592093
Zambia,ZMB,Government Effectiveness: Number of Sources,GE.NO.SRC,11
Zambia,ZMB,Government Effectiveness: Percentile Rank,GE.PER.RNK,33.17308
Zambia,ZMB,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,17.78846
Zambia,ZMB,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,43.75
Zambia,ZMB,Government Effectiveness: Standard Error,GE.STD.ERR,0.1874648
Zimbabwe,ZWE,Government Effectiveness: Estimate,GE.EST,-1.19886
Zimbabwe,ZWE,Government Effectiveness: Number of Sources,GE.NO.SRC,12
Zimbabwe,ZWE,Government Effectiveness: Percentile Rank,GE.PER.RNK,10.57692
Zimbabwe,ZWE,"Government Effectiveness: Percentile Rank, Lower Bound of 90% Confidence Interval",GE.PER.RNK.LOWER,6.730769
Zimbabwe,ZWE,"Government Effectiveness: Percentile Rank, Upper Bound of 90% Confidence Interval",GE.PER.RNK.UPPER,16.34615
Zimbabwe,ZWE,Government Effectiveness: Standard Error,GE.STD.ERR,0.1805988
,,,,
,,,,
,,,,
Data from database: Worldwide Governance Indicators,,,,
Last Updated: 11/07/2019,,,,
